Line,Column,Level,Category,Name,CWEs,,,,,,,
640,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1405,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
98,5,2,buffer,strcpy,CWE-120,,,,,,,
149,5,2,buffer,strcpy,CWE-120,,,,,,,
245,5,2,buffer,strcpy,CWE-120,,,,,,,
341,5,2,buffer,strcpy,CWE-120,,,,,,,
420,5,2,buffer,strcpy,CWE-120,,,,,,,
501,5,2,buffer,strcpy,CWE-120,,,,,,,
392,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
474,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
530,5,2,buffer,strcat,CWE-120,,,,,,,
556,9,2,buffer,strcat,CWE-120,,,,,,,
83,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
112,9,2,buffer,sprintf,CWE-120,,,,,,,
223,31,2,misc,fopen,CWE-362,,,,,,,
242,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
267,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
301,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
366,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
434,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
461,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
477,10,2,misc,fopen,CWE-362,,,,,,,
499,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
534,11,2,misc,fopen,CWE-362,,,,,,,
563,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
568,5,2,buffer,strcpy,CWE-120,,,,,,,
633,33,2,misc,fopen,CWE-362,,,,,,,
328,20,2,misc,fopen,CWE-362,,,,,,,
13,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
49,16,2,buffer,char,CWE-119!/CWE-120,,,,,,,
109,6,2,misc,fopen,CWE-362,,,,,,,
202,30,2,misc,fopen,CWE-362,,,,,,,
226,21,2,buffer,memcpy,CWE-120,,,,,,,
666,18,2,misc,open,CWE-362,,,,,,,
667,19,2,misc,open,CWE-362,,,,,,,
670,13,2,misc,open,CWE-362,,,,,,,
685,18,2,misc,open,CWE-362,,,,,,,
2317,3,2,buffer,memcpy,CWE-120,,,,,,,
2561,3,2,buffer,memcpy,CWE-120,,,,,,,
2578,3,2,buffer,memcpy,CWE-120,,,,,,,
2579,3,2,buffer,memcpy,CWE-120,,,,,,,
2649,5,2,buffer,memcpy,CWE-120,,,,,,,
2664,5,2,buffer,memcpy,CWE-120,,,,,,,
2707,5,2,buffer,memcpy,CWE-120,,,,,,,
2708,5,2,buffer,memcpy,CWE-120,,,,,,,
2997,5,2,buffer,memcpy,CWE-120,,,,,,,
3394,3,2,buffer,memcpy,CWE-120,,,,,,,
3416,3,2,buffer,memcpy,CWE-120,,,,,,,
112,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
81,3,2,buffer,char,CWE-119!/CWE-120,498fb80a859620e0654243c9d88c9c5d3ce195c8995be7139c42a9019207dc47,,,,,,
113,2,2,buffer,char,CWE-119!/CWE-120,3552bf9b1d58863abf4762fe939f14297820c5edadb29ca5d9dd54e469b0e809,,,,,,
92,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,
116,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
178,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
199,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
210,3,2,buffer,strcat,CWE-120,,,,,,,
90,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
157,20,2,integer,atoi,CWE-190,,,,,,,
155,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
117,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
147,5,2,buffer,memcpy,CWE-120,,,,,,,
170,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
244,5,2,buffer,memcpy,CWE-120,,,,,,,
290,9,2,misc,open,CWE-362,,,,,,,
191,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
638,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
692,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
738,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
112,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
171,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
268,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
642,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
649,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
650,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
694,5,2,buffer,memcpy,CWE-120,,,,,,,
760,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
769,3,2,buffer,memcpy,CWE-120,,,,,,,
780,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
793,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
157,13,2,misc,open,CWE-362,,,,,,,
158,13,2,misc,open,CWE-362,,,,,,,
73,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
153,3,2,buffer,memcpy,CWE-120,,,,,,,
109,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
45,12,2,buffer,MultiByteToWideChar,CWE-120,,,,,,,
51,11,2,buffer,MultiByteToWideChar,CWE-120,,,,,,,
104,5,2,buffer,memcpy,CWE-120,,,,,,,
156,9,2,buffer,memcpy,CWE-120,,,,,,,
188,13,2,buffer,memcpy,CWE-120,,,,,,,
192,13,2,buffer,memcpy,CWE-120,,,,,,,
911,9,2,buffer,memcpy,CWE-120,,,,,,,
75,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
89,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
141,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
142,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
143,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
166,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
171,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
172,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
261,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
262,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
263,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
264,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
324,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
107,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
113,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
118,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
126,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
129,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
234,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
245,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
292,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
389,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
548,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
644,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
655,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
754,13,2,buffer,memcpy,CWE-120,,,,,,,
758,13,2,buffer,memcpy,CWE-120,,,,,,,
816,9,2,buffer,memcpy,CWE-120,,,,,,,
834,9,2,buffer,memcpy,CWE-120,,,,,,,
841,5,2,buffer,memcpy,CWE-120,,,,,,,
998,19,2,tmpfile,mkstemp,CWE-377,,,,,,,
170,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
198,9,2,buffer,memcpy,CWE-120,,,,,,,
455,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
558,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
559,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
574,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
603,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
191,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
329,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
396,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
420,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
213,12,2,misc,open,CWE-362,,,,,,,
535,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
576,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
630,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
672,11,2,misc,open,CWE-362,,,,,,,
979,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1127,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1159,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1173,9,2,buffer,memcpy,CWE-120,,,,,,,
196,18,2,misc,fopen,CWE-362,,,,,,,
377,27,2,integer,atoi,CWE-190,,,,,,,
385,28,2,integer,atoi,CWE-190,,,,,,,
126,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
466,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
579,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
143,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
456,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
571,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
90,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
120,11,2,misc,open,CWE-362,,,,,,,
55,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
73,15,2,buffer,char,CWE-119!/CWE-120,,,,,,,
208,10,2,tmpfile,mkstemp,CWE-377,,,,,,,
222,5,2,buffer,memcpy,CWE-120,,,,,,,
270,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
302,9,2,buffer,memcpy,CWE-120,,,,,,,
325,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
529,9,2,buffer,memcpy,CWE-120,,,,,,,
533,5,2,buffer,memcpy,CWE-120,,,,,,,
711,13,2,buffer,memcpy,CWE-120,,,,,,,
714,13,2,buffer,memcpy,CWE-120,,,,,,,
509,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
651,15,2,integer,atoi,CWE-190,,,,,,,
683,31,2,integer,atoi,CWE-190,,,,,,,
685,31,2,integer,atoi,CWE-190,,,,,,,
686,15,2,integer,atoi,CWE-190,,,,,,,
705,31,2,integer,atoi,CWE-190,,,,,,,
720,19,2,integer,atoi,CWE-190,,,,,,,
743,33,2,integer,atoi,CWE-190,,,,,,,
769,45,2,integer,atoi,CWE-190,,,,,,,
808,13,2,buffer,memcpy,CWE-120,,,,,,,
876,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
897,25,2,misc,fopen,CWE-362,,,,,,,
927,24,2,integer,atoi,CWE-190,,,,,,,
1015,17,2,integer,atoi,CWE-190,,,,,,,
1042,22,2,integer,atoi,CWE-190,,,,,,,
1067,21,2,misc,fopen,CWE-362,,,,,,,
1074,45,2,integer,atoi,CWE-190,,,,,,,
1108,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1120,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1361,17,2,integer,atoi,CWE-190,,,,,,,
1364,27,2,misc,fopen,CWE-362,,,,,,,
1384,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1469,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1581,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1679,19,2,misc,fopen,CWE-362,,,,,,,
1703,15,2,integer,atoi,CWE-190,,,,,,,
1773,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1783,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1787,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1876,9,2,buffer,memcpy,CWE-120,,,,,,,
2316,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2377,3,2,buffer,memcpy,CWE-120,,,,,,,
2386,6,2,buffer,memcpy,CWE-120,,,,,,,
2560,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2607,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
401,3,2,buffer,memcpy,CWE-120,,,,,,,
490,3,2,buffer,memcpy,CWE-120,,,,,,,
492,3,2,buffer,memcpy,CWE-120,,,,,,,
511,3,2,buffer,memcpy,CWE-120,,,,,,,
628,7,2,buffer,memcpy,CWE-120,,,,,,,
729,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
749,15,2,buffer,char,CWE-119!/CWE-120,,,,,,,
770,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
816,7,2,buffer,memcpy,CWE-120,,,,,,,
863,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
883,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
884,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
947,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
948,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
949,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
951,8,2,misc,fopen,CWE-362,,,,,,,
979,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
982,8,2,misc,fopen,CWE-362,,,,,,,
1015,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1016,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1076,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1172,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1206,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1207,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1304,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1330,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1331,9,2,buffer,sprintf,CWE-120,,,,,,,
1493,7,2,buffer,memcpy,CWE-120,,,,,,,
90,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
91,3,2,buffer,sprintf,CWE-120,,,,,,,
119,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
159,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
107,17,2,integer,atoi,CWE-190,,,,,,,
121,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
122,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
212,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
213,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
214,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
78,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
79,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
80,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
227,23,2,misc,open,CWE-362,,,,,,,
103,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
408,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
409,18,2,buffer,memcpy,CWE-120,,,,,,,
784,13,2,buffer,memcpy,CWE-120,,,,,,,
822,13,2,buffer,memcpy,CWE-120,,,,,,,
1261,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1262,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1289,3,2,buffer,memcpy,CWE-120,,,,,,,
1290,3,2,buffer,memcpy,CWE-120,,,,,,,
116,9,2,buffer,memcpy,CWE-120,,,,,,,
276,9,2,buffer,memcpy,CWE-120,,,,,,,
828,9,2,buffer,memcpy,CWE-120,,,,,,,
839,9,2,buffer,memcpy,CWE-120,,,,,,,
847,7,2,buffer,memcpy,CWE-120,,,,,,,
917,9,2,buffer,memcpy,CWE-120,,,,,,,
119,5,2,buffer,memcpy,CWE-120,,,,,,,
349,3,2,buffer,memcpy,CWE-120,,,,,,,
362,5,2,buffer,memcpy,CWE-120,,,,,,,
375,9,2,buffer,memcpy,CWE-120,,,,,,,
379,9,2,buffer,memcpy,CWE-120,,,,,,,
411,9,2,buffer,memcpy,CWE-120,,,,,,,
415,9,2,buffer,memcpy,CWE-120,,,,,,,
447,9,2,buffer,memcpy,CWE-120,,,,,,,
452,9,2,buffer,memcpy,CWE-120,,,,,,,
468,9,2,buffer,memcpy,CWE-120,,,,,,,
473,9,2,buffer,memcpy,CWE-120,,,,,,,
488,9,2,buffer,memcpy,CWE-120,,,,,,,
492,9,2,buffer,memcpy,CWE-120,,,,,,,
506,9,2,buffer,memcpy,CWE-120,,,,,,,
510,9,2,buffer,memcpy,CWE-120,,,,,,,
694,17,2,buffer,memcpy,CWE-120,,,,,,,
701,13,2,buffer,memcpy,CWE-120,,,,,,,
734,13,2,buffer,memcpy,CWE-120,,,,,,,
743,13,2,buffer,memcpy,CWE-120,,,,,,,
787,3,2,buffer,memcpy,CWE-120,,,,,,,
939,9,2,buffer,memcpy,CWE-120,,,,,,,
962,5,2,buffer,memcpy,CWE-120,,,,,,,
966,9,2,buffer,memcpy,CWE-120,,,,,,,
1345,13,2,buffer,memcpy,CWE-120,,,,,,,
1349,13,2,buffer,memcpy,CWE-120,,,,,,,
1375,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
152,5,2,buffer,memcpy,CWE-120,,,,,,,
174,5,2,buffer,memcpy,CWE-120,,,,,,,
252,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
258,3,2,buffer,memcpy,CWE-120,,,,,,,
262,3,2,buffer,memcpy,CWE-120,,,,,,,
268,5,2,buffer,memcpy,CWE-120,,,,,,,
295,3,2,buffer,memcpy,CWE-120,,,,,,,
307,5,2,buffer,memcpy,CWE-120,,,,,,,
342,5,2,buffer,memcpy,CWE-120,,,,,,,
387,5,2,buffer,memcpy,CWE-120,,,,,,,
422,5,2,buffer,memcpy,CWE-120,,,,,,,
474,5,2,buffer,memcpy,CWE-120,,,,,,,
487,5,2,buffer,memcpy,CWE-120,,,,,,,
513,5,2,buffer,memcpy,CWE-120,,,,,,,
375,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
379,9,2,buffer,sprintf,CWE-120,,,,,,,
383,9,2,buffer,sprintf,CWE-120,,,,,,,
387,9,2,buffer,sprintf,CWE-120,,,,,,,
391,9,2,buffer,sprintf,CWE-120,,,,,,,
395,9,2,buffer,sprintf,CWE-120,,,,,,,
399,9,2,buffer,sprintf,CWE-120,,,,,,,
403,9,2,buffer,sprintf,CWE-120,,,,,,,
1343,3,2,buffer,memcpy,CWE-120,,,,,,,
1920,3,2,buffer,memcpy,CWE-120,,,,,,,
1941,3,2,buffer,memcpy,CWE-120,,,,,,,
2091,3,2,buffer,memcpy,CWE-120,,,,,,,
2112,3,2,buffer,memcpy,CWE-120,,,,,,,
2339,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2345,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2367,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2644,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2756,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2796,17,2,buffer,memcpy,CWE-120,,,,,,,
2799,17,2,buffer,memcpy,CWE-120,,,,,,,
150,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
283,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
181,3,2,buffer,memcpy,CWE-120,,,,,,,
194,3,2,buffer,memcpy,CWE-120,,,,,,,
256,5,2,buffer,memcpy,CWE-120,,,,,,,
268,3,2,buffer,memcpy,CWE-120,,,,,,,
279,3,2,buffer,memcpy,CWE-120,,,,,,,
292,5,2,buffer,memcpy,CWE-120,,,,,,,
402,5,2,buffer,memcpy,CWE-120,,,,,,,
413,3,2,buffer,memcpy,CWE-120,,,,,,,
423,3,2,buffer,memcpy,CWE-120,,,,,,,
441,3,2,buffer,memcpy,CWE-120,,,,,,,
460,3,2,buffer,memcpy,CWE-120,,,,,,,
594,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
618,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
638,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
657,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
659,3,2,buffer,sprintf,CWE-120,,,,,,,
821,9,2,buffer,memcpy,CWE-120,,,,,,,
80,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
81,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
105,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
164,3,2,buffer,memcpy,CWE-120,,,,,,,
182,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
219,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
78,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
162,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1251,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1252,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1289,5,2,buffer,sprintf,CWE-120,,,,,,,
1296,5,2,buffer,memcpy,CWE-120,,,,,,,
1334,5,2,buffer,sprintf,CWE-120,,,,,,,
1565,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1839,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2074,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
272,5,2,buffer,memcpy,CWE-120,,,,,,,
342,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
411,11,2,buffer,memcpy,CWE-120,,,,,,,
468,24,2,integer,atoi,CWE-190,,,,,,,
471,27,2,integer,atoi,CWE-190,,,,,,,
472,61,2,integer,atoi,CWE-190,,,,,,,
515,5,2,buffer,memcpy,CWE-120,,,,,,,
766,13,2,buffer,memcpy,CWE-120,,,,,,,
102,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
83,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
120,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
162,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
204,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
220,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
236,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
142,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
197,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
290,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
296,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
297,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
317,5,2,buffer,sprintf,CWE-120,,,,,,,
99,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
122,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
161,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
171,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
181,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
184,3,2,buffer,memcpy,CWE-120,,,,,,,
514,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
542,3,2,buffer,memcpy,CWE-120,,,,,,,
563,4,2,buffer,memcpy,CWE-120,,,,,,,
610,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
766,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
801,3,2,buffer,memcpy,CWE-120,,,,,,,
808,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
810,3,2,buffer,sprintf,CWE-120,,,,,,,
824,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
891,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
892,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
893,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
894,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
895,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
900,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
901,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
922,9,2,buffer,sprintf,CWE-120,,,,,,,
925,5,2,buffer,sprintf,CWE-120,,,,,,,
936,9,2,buffer,sprintf,CWE-120,,,,,,,
939,5,2,buffer,sprintf,CWE-120,,,,,,,
1010,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1015,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1016,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1037,9,2,buffer,sprintf,CWE-120,,,,,,,
1040,5,2,buffer,sprintf,CWE-120,,,,,,,
1051,9,2,buffer,sprintf,CWE-120,,,,,,,
1054,5,2,buffer,sprintf,CWE-120,,,,,,,
1086,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1087,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1217,5,2,buffer,memcpy,CWE-120,,,,,,,
1223,5,2,buffer,memcpy,CWE-120,,,,,,,
1476,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1477,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1486,16,2,misc,fopen,CWE-362,,,,,,,
1580,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1593,5,2,buffer,memcpy,CWE-120,,,,,,,
1596,5,2,buffer,memcpy,CWE-120,,,,,,,
1597,5,2,buffer,memcpy,CWE-120,,,,,,,
1670,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1671,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1680,19,2,misc,fopen,CWE-362,,,,,,,
1799,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1811,5,2,buffer,memcpy,CWE-120,,,,,,,
1813,5,2,buffer,memcpy,CWE-120,,,,,,,
1815,5,2,buffer,memcpy,CWE-120,,,,,,,
1833,5,2,buffer,memcpy,CWE-120,,,,,,,
1835,5,2,buffer,memcpy,CWE-120,,,,,,,
1837,5,2,buffer,memcpy,CWE-120,,,,,,,
1839,5,2,buffer,memcpy,CWE-120,,,,,,,
1841,5,2,buffer,memcpy,CWE-120,,,,,,,
1918,9,2,buffer,memcpy,CWE-120,,,,,,,
1939,9,2,buffer,memcpy,CWE-120,,,,,,,
127,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
151,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
90,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,
114,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
176,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
197,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
208,3,2,buffer,strcat,CWE-120,,,,,,,
50,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
218,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
65,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
239,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
421,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
534,10,2,misc,fopen,CWE-362,,,,,,,
676,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
704,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
273,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
576,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
728,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
837,5,2,buffer,memcpy,CWE-120,,,,,,,
875,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
877,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
904,37,2,buffer,char,CWE-119!/CWE-120,,,,,,,
306,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
307,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
403,72,2,misc,open,CWE-362,,,,,,,
407,7,2,misc,open,CWE-362,,,,,,,
881,3,2,buffer,memcpy,CWE-120,,,,,,,
981,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
281,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
291,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
301,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
311,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
323,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
